Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Gross profit,Market_size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type,Closing Balance,Ending Inventory,Beginning Inventory,Net Margin
409,118,27,2014/5/2,930,172,Major Market,South,33,Beans,Espresso,I,127,290,TX,90,130,100,220,45,Regular,7545,1515,1434,44%
918,78,22,2014/5/3,798,119,Small Market,South,25,Beans,Espresso,E,62,197,OK,60,90,40,150,57,Decaf,7634,1610,1515,31%
918,88,-19,2014/5/4,561,112,Small Market,South,29,Beans,Coffee,H,71,200,OK,100,130,90,230,41,Regular,7736,1619,1610,36%
918,102,29,2014/5/5,-2003,143,Small Market,South,31,Beans,Espresso,J,89,245,OK,80,100,60,180,54,Regular,7710,1644,1619,36%
337,101,5,2014/5/6,552,130,Small Market,South,33,Leaves,Herbal Tea,K,85,231,LA,90,120,80,210,45,Decaf,7790,1586,1644,37%
505,15,-1,2014/5/7,848,24,Small Market,South,4,Leaves,Herbal Tea,K,9,39,NM,10,20,10,30,15,Decaf,7715,1704,1586,23%
337,82,-2,2014/5/8,601,102,Small Market,South,31,Leaves,Herbal Tea,A,38,184,LA,70,100,40,170,64,Decaf,7664,1794,1704,21%
580,94,-5,2014/5/9,694,130,Small Market,South,85,Leaves,Herbal Tea,A,15,224,OK,80,120,20,200,115,Decaf,7829,1790,1794,7%
972,241,-52,2014/5/10,1321,284,Major Market,South,74,Beans,Coffee,H,188,525,TX,280,340,240,620,96,Regular,8245,1739,1790,36%
972,123,23,2014/5/11,959,179,Major Market,South,34,Beans,Espresso,I,133,302,TX,90,140,110,230,46,Regular,8507,1676,1739,44%
505,92,-24,2014/5/12,1898,68,Small Market,South,28,Beans,Coffee,F,16,160,NM,100,90,40,190,52,Decaf,8583,1643,1676,10%
405,88,12,2014/5/13,817,133,Small Market,South,29,Beans,Espresso,E,72,221,OK,60,110,60,170,61,Decaf,8662,1697,1643,33%
318,49,-24,2014/5/14,845,71,Small Market,South,13,Beans,Coffee,H,46,120,LA,50,90,70,140,25,Regular,8686,1709,1697,38%
505,48,-23,2014/5/15,462,74,Small Market,South,15,Beans,Coffee,H,27,122,NM,50,90,50,140,47,Regular,8593,1774,1709,22%
405,81,-34,2014/5/16,551,104,Small Market,South,26,Beans,Coffee,H,66,185,OK,90,130,100,220,38,Regular,8539,1741,1774,36%
505,20,-5,2014/5/17,-598,25,Small Market,South,7,Beans,Espresso,J,-15,45,NM,10,20,-10,30,40,Regular,8535,1867,1741,-33%
918,134,31,2014/5/18,-2248,186,Small Market,South,41,Beans,Espresso,J,121,320,OK,100,140,90,240,65,Regular,8528,1859,1867,38%
225,94,7,2014/5/19,540,120,Small Market,South,31,Leaves,Herbal Tea,K,77,214,LA,80,110,70,190,43,Decaf,8516,1928,1859,36%
505,16,-1,2014/5/20,851,25,Small Market,South,4,Leaves,Herbal Tea,K,9,41,NM,10,20,10,30,16,Decaf,8519,1961,1928,22%
580,105,-10,2014/5/21,716,145,Small Market,South,95,Leaves,Herbal Tea,A,20,250,OK,90,140,30,230,125,Decaf,8457,1905,1961,8%
281,39,-41,2014/5/22,541,57,Major Market,South,12,Beans,Coffee,F,39,96,TX,40,90,80,130,25,Decaf,8387,2053,1905,41%
432,239,-65,2014/5/23,1246,315,Major Market,South,74,Beans,Coffee,H,275,554,TX,350,420,340,770,96,Regular,8869,1997,2053,50%
817,123,97,2014/5/24,915,199,Major Market,South,34,Beans,Espresso,I,197,322,TX,70,120,100,190,46,Regular,8800,1922,1997,61%
985,48,-13,2014/5/25,851,78,Small Market,South,13,Beans,Coffee,F,67,126,LA,70,90,80,160,25,Decaf,8743,1992,1922,53%
337,48,-10,2014/5/26,829,79,Small Market,South,13,Beans,Coffee,H,70,127,LA,70,90,80,160,24,Regular,8684,1992,1992,55%
505,45,-46,2014/5/27,447,76,Small Market,South,14,Beans,Coffee,H,34,121,NM,50,110,80,160,46,Regular,8765,1990,1992,28%
918,90,-30,2014/5/28,572,128,Small Market,South,29,Beans,Coffee,H,110,218,OK,130,160,140,290,41,Regular,8775,2080,1990,50%
505,25,-28,2014/5/29,-466,35,Small Market,South,9,Beans,Espresso,J,-18,60,NM,10,20,10,30,43,Regular,8743,2227,2080,-30%
318,103,19,2014/5/30,564,148,Small Market,South,33,Leaves,Herbal Tea,K,129,251,LA,80,130,110,210,46,Decaf,8745,2194,2227,51%
225,79,-10,2014/5/31,593,110,Small Market,South,30,Leaves,Herbal Tea,A,50,189,LA,60,90,60,150,64,Decaf,8650,2259,2194,26%
918,96,-15,2014/6/1,683,149,Small Market,South,87,Leaves,Herbal Tea,A,25,245,OK,80,120,40,200,117,Decaf,8748,2217,2259,10%
432,225,28,2014/6/2,1272,297,Major Market,South,69,Beans,Coffee,H,258,522,TX,260,320,230,580,91,Regular,9074,2190,2217,49%
806,75,48,2014/6/3,-1050,126,Major Market,South,24,Beans,Espresso,J,88,201,TX,50,90,40,140,55,Regular,9075,2283,2190,44%
915,118,88,2014/6/4,930,191,Major Market,South,33,Beans,Espresso,I,188,309,TX,90,130,100,220,45,Regular,8984,2346,2283,61%
580,78,52,2014/6/5,798,132,Small Market,South,25,Beans,Espresso,E,92,210,OK,60,90,40,150,57,Decaf,8940,2455,2346,44%
918,88,15,2014/6/6,561,125,Small Market,South,29,Beans,Coffee,H,105,213,OK,100,130,90,230,41,Regular,9047,2479,2455,49%
405,102,72,2014/6/7,-2003,159,Small Market,South,31,Beans,Espresso,J,132,261,OK,80,100,60,180,54,Regular,8977,2510,2479,51%
985,101,46,2014/6/8,552,145,Small Market,South,33,Leaves,Herbal Tea,K,126,246,LA,90,120,80,210,45,Decaf,9195,2470,2510,51%
505,15,3,2014/6/9,848,27,Small Market,South,4,Leaves,Herbal Tea,K,13,42,NM,10,20,10,30,15,Decaf,9096,2652,2470,31%
337,82,16,2014/6/10,601,114,Small Market,South,31,Leaves,Herbal Tea,A,56,196,LA,70,100,40,170,64,Decaf,9141,2695,2652,29%
405,94,2,2014/6/11,694,145,Small Market,South,85,Leaves,Herbal Tea,A,22,239,OK,80,120,20,200,115,Decaf,9227,2736,2695,9%
409,241,39,2014/6/12,1321,318,Major Market,South,74,Beans,Coffee,H,279,559,TX,280,340,240,620,96,Regular,9632,2595,2736,50%
254,123,87,2014/6/13,959,199,Major Market,South,34,Beans,Espresso,I,197,322,TX,90,140,110,230,46,Regular,9698,2525,2595,61%
505,92,-16,2014/6/14,1898,79,Small Market,South,28,Beans,Coffee,F,24,171,NM,100,90,40,190,52,Decaf,9659,2535,2525,14%
918,88,47,2014/6/15,817,148,Small Market,South,29,Beans,Espresso,E,107,236,OK,60,110,60,170,61,Decaf,9785,2538,2535,45%
985,49,-2,2014/6/16,845,79,Small Market,South,13,Beans,Coffee,H,68,128,LA,50,90,70,140,25,Regular,9869,2607,2538,53%
505,48,-10,2014/6/17,462,82,Small Market,South,15,Beans,Coffee,H,40,130,NM,50,90,50,140,47,Regular,9784,2732,2607,31%
580,81,-2,2014/6/18,551,116,Small Market,South,26,Beans,Coffee,H,98,197,OK,90,130,100,220,38,Regular,9935,2778,2732,50%
505,20,-12,2014/6/19,-598,28,Small Market,South,7,Beans,Espresso,J,-22,48,NM,10,20,-10,30,40,Regular,9869,2808,2778,-46%
918,134,90,2014/6/20,-2248,207,Small Market,South,41,Beans,Espresso,J,180,341,OK,100,140,90,240,65,Regular,10128,2804,2808,53%
985,94,44,2014/6/21,540,134,Small Market,South,31,Leaves,Herbal Tea,K,114,228,LA,80,110,70,190,43,Decaf,10197,2857,2804,50%
505,16,3,2014/6/22,851,28,Small Market,South,4,Leaves,Herbal Tea,K,13,44,NM,10,20,10,30,16,Decaf,10176,2949,2857,30%
580,105,0,2014/6/23,716,161,Small Market,South,95,Leaves,Herbal Tea,A,30,266,OK,90,140,30,230,125,Decaf,10303,2921,2949,11%
860,125,-15,2014/6/24,1119,188,Small Market,East,41,Beans,Coffee,H,115,313,CT,100,160,130,260,73,Regular,10591,2883,2921,37%
203,60,-39,2014/6/25,606,84,Small Market,East,54,Beans,Espresso,I,1,144,CT,40,90,40,130,83,Regular,10710,2874,2883,1%
203,130,-8,2014/6/26,1134,195,Small Market,East,42,Beans,Coffee,H,122,325,CT,110,180,130,290,73,Regular,10637,2931,2874,38%
203,115,-5,2014/6/27,1166,174,Small Market,East,37,Beans,Coffee,H,105,289,CT,100,160,110,260,69,Regular,10825,2922,2931,36%
203,125,41,2014/6/28,1119,209,Small Market,East,41,Beans,Coffee,H,171,334,CT,100,160,130,260,73,Regular,10767,2989,2922,51%
959,60,-39,2014/6/29,606,93,Small Market,East,54,Beans,Espresso,I,1,153,CT,40,90,40,130,83,Regular,10751,2973,2989,1%
203,130,51,2014/6/30,1134,216,Small Market,East,42,Beans,Coffee,H,181,346,CT,110,180,130,290,73,Regular,10958,3017,2973,52%
959,115,46,2014/7/1,1166,193,Small Market,East,37,Beans,Coffee,H,156,308,CT,100,160,110,260,69,Regular,10872,2958,3017,51%
561,91,-14,2014/7/2,656,127,Major Market,East,28,Beans,Coffee,F,76,218,FL,70,110,90,180,51,Decaf,11004,3047,2958,35%
239,86,-30,2014/7/3,547,116,Major Market,East,28,Beans,Espresso,E,60,202,FL,70,110,90,180,56,Decaf,10965,3036,3047,30%
407,82,-26,2014/7/4,788,123,Major Market,East,27,Beans,Coffee,H,64,205,FL,60,110,90,170,59,Regular,11018,2994,3036,31%
857,72,18,2014/7/5,-3004,402,Major Market,East,23,Beans,Coffee,H,348,474,MA,50,350,330,400,54,Regular,11230,3001,2994,73%
315,260,17,2014/7/6,2548,390,Major Market,East,91,Beans,Coffee,H,247,650,NY,210,330,230,540,143,Regular,11814,2782,3001,38%
239,96,-32,2014/7/7,683,134,Major Market,East,87,Beans,Espresso,I,18,230,FL,80,130,50,210,116,Regular,11908,2757,2782,8%
845,125,-32,2014/7/8,3142,-56,Major Market,East,113,Beans,Espresso,I,-202,69,NY,110,-60,-170,50,146,Regular,11887,2812,2757,-293%
781,161,-28,2014/7/9,1267,161,Major Market,East,45,Beans,Espresso,N,92,322,MA,140,160,120,300,69,Regular,11897,2770,2812,29%
718,239,-15,2014/7/10,1197,526,Major Market,East,66,Beans,Espresso,N,435,765,NY,210,510,450,720,91,Regular,12375,2657,2770,57%
386,22,-10,2014/7/11,573,29,Major Market,East,7,Leaves,Herbal Tea,K,10,51,FL,0,20,20,20,19,Decaf,12323,2742,2657,20%
845,255,59,2014/7/12,1622,258,Major Market,East,96,Leaves,Herbal Tea,A,129,513,NY,140,150,70,290,129,Decaf,12519,2529,2742,25%
315,239,-70,2014/7/13,4360,-75,Major Market,East,74,Leaves,Herbal Tea,B,-170,164,NY,130,-50,-100,80,95,Decaf,12591,2333,2529,-104%
516,108,-25,2014/7/14,971,157,Major Market,East,30,Leaves,Tea,C,115,265,NY,110,170,140,280,42,Regular,12788,2407,2333,43%
716,123,-26,2014/7/15,915,179,Major Market,East,34,Leaves,Tea,M,134,302,NY,130,190,160,320,45,Regular,12890,2390,2407,44%
518,76,-22,2014/7/16,580,111,Major Market,East,21,Leaves,Tea,D,78,187,NY,80,120,100,200,33,Regular,12896,2392,2390,42%
772,102,-1,2014/7/17,666,143,Major Market,East,31,Beans,Coffee,F,89,245,FL,90,130,90,220,54,Decaf,13025,2417,2392,36%
561,77,-9,2014/7/18,557,103,Major Market,East,25,Beans,Espresso,E,51,180,FL,70,100,60,170,52,Decaf,12998,2462,2417,28%
754,78,3,2014/7/19,798,119,Major Market,East,25,Beans,Coffee,H,63,197,FL,70,100,60,170,56,Regular,13134,2426,2462,32%
978,75,24,2014/7/20,-3287,379,Major Market,East,24,Beans,Coffee,H,324,454,MA,60,340,300,400,55,Regular,13334,2508,2426,71%
347,249,6,2014/7/21,2580,374,Major Market,East,87,Beans,Coffee,H,236,623,NY,220,340,230,560,138,Regular,13807,2415,2508,38%
754,94,-5,2014/7/22,694,130,Major Market,East,85,Beans,Espresso,I,15,224,FL,90,120,20,210,115,Regular,13978,2365,2415,7%
347,121,-12,2014/7/23,3385,-60,Major Market,East,109,Beans,Espresso,I,-202,61,NY,110,-60,-190,50,142,Regular,13900,2394,2365,-331%
508,181,-12,2014/7/24,1283,182,Major Market,East,50,Beans,Espresso,N,108,363,MA,170,180,120,350,74,Regular,13901,2297,2394,30%
646,211,-9,2014/7/25,933,464,Major Market,East,59,Beans,Espresso,N,381,675,NY,200,460,390,660,83,Regular,14482,2280,2297,56%
561,22,1,2014/7/26,570,30,Major Market,East,7,Leaves,Herbal Tea,K,11,52,FL,10,20,10,30,19,Decaf,14491,2342,2280,21%
631,245,64,2014/7/27,1704,331,Major Market,East,93,Leaves,Herbal Tea,A,204,576,NY,180,240,140,420,127,Decaf,14506,2230,2342,35%
914,225,-36,2014/7/28,4742,-65,Major Market,East,69,Leaves,Herbal Tea,B,-156,160,NY,160,-50,-120,110,91,Decaf,14525,2124,2230,-98%
518,81,-6,2014/7/29,984,117,Major Market,East,22,Leaves,Tea,C,84,198,NY,80,120,90,200,33,Regular,14478,2170,2124,42%
315,118,-3,2014/7/30,930,172,Major Market,East,33,Leaves,Tea,M,127,290,NY,120,170,130,290,45,Regular,14479,2229,2170,44%
813,134,12,2014/7/31,690,186,Major Market,East,41,Beans,Coffee,F,122,320,FL,120,160,110,280,64,Decaf,14296,2186,2229,38%
407,83,-12,2014/8/1,575,112,Major Market,East,27,Beans,Espresso,E,58,195,FL,80,110,70,190,54,Decaf,14181,2172,2186,30%
754,88,-7,2014/8/2,817,133,Major Market,East,29,Beans,Coffee,H,73,221,FL,70,120,80,190,60,Regular,14188,2176,2172,33%
351,67,30,2014/8/3,-3534,443,Major Market,East,22,Beans,Coffee,H,390,510,MA,60,390,360,450,53,Regular,14499,2308,2176,76%
845,279,21,2014/8/4,2642,420,Major Market,East,97,Beans,Coffee,H,271,699,NY,250,370,250,620,149,Regular,14354,2120,2308,39%
305,105,-9,2014/8/5,716,145,Major Market,East,95,Beans,Espresso,I,21,250,FL,100,140,30,240,124,Regular,14287,2158,2120,8%
212,135,-14,2014/8/6,3641,-69,Major Market,East,122,Beans,Espresso,I,-224,66,NY,130,-70,-210,60,155,Regular,14112,2066,2158,-339%
351,153,7,2014/8/7,1319,153,Major Market,East,42,Beans,Espresso,N,87,306,MA,150,140,80,290,66,Regular,14019,2087,2066,28%
718,250,-8,2014/8/8,723,407,Major Market,East,70,Beans,Espresso,N,312,657,NY,240,400,320,640,95,Regular,14590,2017,2087,47%
607,294,99,2014/8/9,1727,453,Major Market,East,111,Leaves,Herbal Tea,A,309,747,NY,220,320,210,540,144,Decaf,14550,1861,2017,41%
716,241,-39,2014/8/10,5121,-93,Major Market,East,74,Leaves,Herbal Tea,B,-189,148,NY,180,-80,-150,100,96,Decaf,14559,1715,1861,-128%
716,86,-1,2014/8/11,1003,124,Major Market,East,24,Leaves,Tea,C,89,210,NY,90,120,90,210,35,Regular,14372,1779,1715,42%
718,123,-17,2014/8/12,959,179,Major Market,East,34,Leaves,Tea,M,133,302,NY,120,190,150,310,46,Regular,14212,1703,1779,44%
772,91,23,2014/8/13,656,141,Major Market,East,28,Beans,Coffee,F,113,232,FL,70,110,90,180,51,Decaf,14136,1667,1703,49%
321,86,-1,2014/8/14,547,129,Major Market,East,28,Beans,Espresso,E,89,215,FL,70,110,90,180,56,Decaf,14023,1719,1667,41%
954,82,5,2014/8/15,788,136,Major Market,East,27,Beans,Coffee,H,95,218,FL,60,110,90,170,59,Regular,14100,1867,1719,44%
857,72,186,2014/8/16,-3004,433,Major Market,East,23,Beans,Coffee,H,516,505,MA,50,350,330,400,54,Regular,14379,1879,1867,102%
716,260,137,2014/8/17,2548,433,Major Market,East,91,Beans,Coffee,H,367,693,NY,210,330,230,540,143,Regular,14651,1875,1879,53%
727,96,-23,2014/8/18,683,149,Major Market,East,87,Beans,Espresso,I,27,245,FL,80,130,50,210,116,Regular,14490,2070,1875,11%
914,125,-130,2014/8/19,3142,-51,Major Market,East,113,Beans,Espresso,I,-300,74,NY,110,-60,-170,50,146,Regular,14426,2191,2070,-405%
508,161,17,2014/8/20,1267,182,Major Market,East,45,Beans,Espresso,N,137,343,MA,140,160,120,300,69,Regular,14624,2330,2191,40%
212,239,196,2014/8/21,1197,576,Major Market,East,66,Beans,Espresso,N,646,815,NY,210,510,450,720,91,Regular,15019,2337,2330,79%
904,22,-5,2014/8/22,573,32,Major Market,East,7,Leaves,Herbal Tea,K,15,54,FL,0,20,20,20,19,Decaf,15047,2418,2337,28%
585,255,121,2014/8/23,1622,292,Major Market,East,96,Leaves,Herbal Tea,A,191,547,NY,140,150,70,290,129,Decaf,15293,2312,2418,35%
631,239,-152,2014/8/24,4360,-64,Major Market,East,74,Leaves,Herbal Tea,B,-252,175,NY,130,-50,-100,80,95,Decaf,15223,2240,2312,-144%
585,108,31,2014/8/25,971,174,Major Market,East,30,Leaves,Tea,C,171,282,NY,110,170,140,280,42,Regular,15449,2205,2240,61%
718,123,39,2014/8/26,915,199,Major Market,East,34,Leaves,Tea,M,199,322,NY,130,190,160,320,45,Regular,15479,2245,2205,62%
607,76,16,2014/8/27,580,123,Major Market,East,21,Leaves,Tea,D,116,199,NY,80,120,100,200,33,Regular,15617,2286,2245,58%
904,102,42,2014/8/28,666,159,Major Market,East,31,Beans,Coffee,F,132,261,FL,90,130,90,220,54,Decaf,15669,2281,2286,51%
772,77,16,2014/8/29,557,115,Major Market,East,25,Beans,Espresso,E,76,192,FL,70,100,60,170,52,Decaf,15667,2356,2281,40%
786,78,33,2014/8/30,798,132,Major Market,East,25,Beans,Coffee,H,93,210,FL,70,100,60,170,56,Regular,15652,2491,2356,44%
857,75,181,2014/8/31,-3287,409,Major Market,East,24,Beans,Coffee,H,481,484,MA,60,340,300,400,55,Regular,15880,2618,2491,99%
607,249,120,2014/9/1,2580,415,Major Market,East,87,Beans,Coffee,H,350,664,NY,220,340,230,560,138,Regular,16147,2475,2618,53%
813,94,2,2014/9/2,694,145,Major Market,East,85,Beans,Espresso,I,22,239,FL,90,120,20,210,115,Regular,16014,2518,2475,9%
914,121,-110,2014/9/3,3385,-56,Major Market,East,109,Beans,Espresso,I,-300,65,NY,110,-60,-190,50,142,Regular,15923,2692,2518,-462%
617,181,40,2014/9/4,1283,206,Major Market,East,50,Beans,Espresso,N,160,387,MA,170,180,120,350,74,Regular,15799,2680,2692,41%
917,211,175,2014/9/5,933,508,Major Market,East,59,Beans,Espresso,N,565,719,NY,200,460,390,660,83,Regular,15723,2683,2680,79%
727,22,6,2014/9/6,570,33,Major Market,East,7,Leaves,Herbal Tea,K,16,55,FL,10,20,10,30,19,Decaf,15532,2938,2683,29%
585,245,163,2014/9/7,1704,369,Major Market,East,93,Leaves,Herbal Tea,A,303,614,NY,180,240,140,420,127,Decaf,15916,2889,2938,49%
518,225,-112,2014/9/8,4742,-54,Major Market,East,69,Leaves,Herbal Tea,B,-232,171,NY,160,-50,-120,110,91,Decaf,15922,2779,2889,-136%
516,81,35,2014/9/9,984,130,Major Market,East,22,Leaves,Tea,C,125,211,NY,80,120,90,200,33,Regular,15759,2772,2779,59%
914,118,58,2014/9/10,930,191,Major Market,East,33,Leaves,Tea,M,188,309,NY,120,170,130,290,45,Regular,15957,2821,2772,61%
727,134,71,2014/9/11,690,207,Major Market,East,41,Beans,Coffee,F,181,341,FL,120,160,110,280,64,Decaf,16031,2876,2821,53%
386,83,16,2014/9/12,575,125,Major Market,East,27,Beans,Espresso,E,86,208,FL,80,110,70,190,54,Decaf,15952,3040,2876,41%
407,88,28,2014/9/13,817,148,Major Market,East,29,Beans,Coffee,H,108,236,FL,70,120,80,190,60,Regular,15787,3235,3040,46%
351,67,219,2014/9/14,-3534,476,Major Market,East,22,Beans,Coffee,H,579,543,MA,60,390,360,450,53,Regular,16289,3468,3235,107%
315,279,152,2014/9/15,2642,466,Major Market,East,97,Beans,Coffee,H,402,745,NY,250,370,250,620,149,Regular,16643,3416,3468,54%
305,105,1,2014/9/16,716,161,Major Market,East,95,Beans,Espresso,I,31,266,FL,100,140,30,240,124,Regular,16519,3440,3416,12%
845,135,-122,2014/9/17,3641,-65,Major Market,East,122,Beans,Espresso,I,-332,70,NY,130,-70,-210,60,155,Regular,16415,3525,3440,-474%
857,153,49,2014/9/18,1319,173,Major Market,East,42,Beans,Espresso,N,129,326,MA,150,140,80,290,66,Regular,16696,3644,3525,40%
518,250,143,2014/9/19,723,450,Major Market,East,70,Beans,Espresso,N,463,700,NY,240,400,320,640,95,Regular,16502,3626,3644,66%
631,294,249,2014/9/20,1727,502,Major Market,East,111,Leaves,Herbal Tea,A,459,796,NY,220,320,210,540,144,Decaf,16682,3596,3626,58%
716,241,-130,2014/9/21,5121,-83,Major Market,East,74,Leaves,Herbal Tea,B,-280,158,NY,180,-80,-150,100,96,Decaf,16654,3582,3596,-177%
718,86,42,2014/9/22,1003,138,Major Market,East,24,Leaves,Tea,C,132,224,NY,90,120,90,210,35,Regular,16582,3740,3582,59%
518,123,47,2014/9/23,959,199,Major Market,East,34,Leaves,Tea,M,197,322,NY,120,190,150,310,46,Regular,16725,3701,3740,61%
719,108,-34,2014/9/24,971,157,Major Market,Central,30,Beans,Coffee,F,116,265,CO,100,160,150,260,41,Decaf,16892,3867,3701,44%
815,122,-45,2014/9/25,789,176,Major Market,Central,39,Beans,Coffee,F,115,298,IL,110,190,160,300,61,Decaf,16970,3976,3867,39%
303,72,-74,2014/9/26,650,110,Major Market,Central,23,Beans,Espresso,E,56,182,CO,100,160,130,260,54,Decaf,16996,4093,3976,31%
312,239,-151,2014/9/27,1755,239,Major Market,Central,66,Beans,Espresso,E,149,478,IL,340,370,300,710,90,Decaf,17251,4049,4093,31%
614,54,-58,2014/9/28,404,66,Major Market,Central,20,Beans,Espresso,E,12,120,OH,70,100,70,170,54,Decaf,17216,4160,4049,10%
970,123,-27,2014/9/29,915,179,Major Market,Central,34,Beans,Coffee,G,133,302,CO,120,180,160,300,46,Regular,17076,4179,4160,44%
815,154,-40,2014/9/30,1132,213,Major Market,Central,50,Beans,Coffee,H,120,367,IL,150,220,160,370,93,Regular,17354,4280,4179,33%
303,76,-91,2014/10/1,580,111,Major Market,Central,21,Beans,Espresso,I,79,187,CO,100,180,170,280,32,Regular,17462,4265,4280,42%
815,257,-196,2014/10/2,1662,341,Major Market,Central,84,Beans,Espresso,I,224,598,IL,370,520,420,890,117,Regular,17906,4095,4265,37%
567,161,-98,2014/10/3,1267,161,Major Market,Central,45,Beans,Espresso,I,92,322,OH,230,240,190,470,69,Regular,18020,4176,4095,29%
719,161,-18,2014/10/4,1267,161,Major Market,Central,45,Leaves,Herbal Tea,K,92,322,CO,120,140,110,260,69,Decaf,18296,4212,4176,29%
708,123,-7,2014/10/5,915,179,Major Market,Central,34,Leaves,Herbal Tea,K,133,302,IL,90,150,140,240,46,Decaf,18420,4188,4212,44%
815,108,-4,2014/10/6,971,157,Major Market,Central,30,Leaves,Herbal Tea,B,116,265,IL,80,130,120,210,41,Decaf,18594,4126,4188,44%
234,82,5,2014/10/7,788,123,Major Market,Central,27,Leaves,Tea,C,65,205,OH,50,90,60,140,58,Regular,18575,4248,4126,32%
614,91,-4,2014/10/8,656,127,Major Market,Central,28,Leaves,Tea,M,76,218,OH,50,100,80,150,51,Regular,18513,4322,4248,35%
720,90,-6,2014/10/9,572,115,Major Market,Central,29,Leaves,Tea,D,74,205,CO,50,90,80,140,41,Regular,18406,4461,4322,36%
641,10,-12,2014/10/10,598,13,Small Market,Central,3,Beans,Coffee,F,-2,23,IA,0,10,10,10,15,Decaf,18307,4561,4461,-9%
715,86,-39,2014/10/11,547,116,Small Market,Central,28,Beans,Coffee,F,61,202,WI,80,120,100,200,55,Decaf,18194,4729,4561,30%
816,79,-35,2014/10/12,593,98,Small Market,Central,30,Beans,Coffee,H,35,177,MO,70,100,70,170,63,Regular,18190,4860,4729,20%
715,96,-42,2014/10/13,683,134,Small Market,Central,87,Beans,Coffee,H,18,230,WI,90,140,60,230,116,Regular,18288,4867,4860,8%
314,40,-54,2014/10/14,881,59,Small Market,Central,11,Beans,Espresso,I,36,99,MO,50,90,90,140,23,Regular,18097,4949,4867,36%
608,80,-72,2014/10/15,1055,94,Small Market,Central,24,Beans,Espresso,I,48,174,WI,110,140,120,250,46,Regular,18009,4998,4949,28%
712,257,14,2014/10/16,1662,341,Small Market,Central,84,Leaves,Herbal Tea,K,224,598,IA,200,280,210,480,117,Decaf,18412,4931,4998,37%
641,122,-16,2014/10/17,789,176,Small Market,Central,39,Leaves,Herbal Tea,A,114,298,IA,90,150,130,240,62,Decaf,18296,5068,4931,38%
573,86,-36,2014/10/18,1698,23,Small Market,Central,26,Leaves,Herbal Tea,A,-26,109,MO,60,20,10,80,49,Decaf,18130,5041,5068,-24%
563,239,39,2014/10/19,1755,239,Small Market,Central,66,Leaves,Tea,C,149,478,IA,170,170,110,340,90,Regular,18449,5093,5041,31%
563,255,53,2014/10/20,1756,312,Small Market,Central,96,Leaves,Tea,M,183,567,IA,170,230,130,400,129,Regular,18418,5065,5093,32%
417,25,-11,2014/10/21,209,31,Small Market,Central,9,Leaves,Tea,M,-11,56,MO,10,20,0,30,42,Regular,18125,5163,5065,-20%
970,81,4,2014/10/22,984,117,Major Market,Central,22,Beans,Coffee,F,84,198,CO,80,110,80,190,33,Decaf,18189,5303,5163,42%
815,113,-4,2014/10/23,803,165,Major Market,Central,36,Beans,Coffee,F,106,278,IL,110,160,110,270,59,Decaf,17921,5436,5303,38%
303,75,-42,2014/10/24,659,114,Major Market,Central,24,Beans,Espresso,E,58,189,CO,90,150,100,240,56,Decaf,18022,5566,5436,31%
847,211,-71,2014/10/25,1778,212,Major Market,Central,59,Beans,Espresso,E,129,423,IL,270,270,200,540,83,Decaf,17837,5545,5566,30%
970,118,-2,2014/10/26,930,172,Major Market,Central,33,Beans,Coffee,G,128,290,CO,110,170,130,280,44,Regular,17579,5500,5545,44%
815,173,-1,2014/10/27,1150,239,Major Market,Central,57,Beans,Coffee,H,139,412,IL,170,230,140,400,100,Regular,17522,5436,5500,34%
303,50,-22,2014/10/28,589,73,Major Market,Central,14,Beans,Espresso,I,48,123,CO,60,90,70,150,25,Regular,17326,5452,5436,39%
224,228,-94,2014/10/29,1691,304,Major Market,Central,75,Beans,Espresso,I,196,532,IL,290,390,290,680,108,Regular,17576,5500,5452,37%
440,181,-63,2014/10/30,1283,182,Major Market,Central,50,Beans,Espresso,I,107,363,OH,230,230,170,460,75,Regular,17176,5572,5500,29%
970,181,7,2014/10/31,1283,182,Major Market,Central,50,Leaves,Herbal Tea,K,107,363,CO,170,160,100,330,75,Decaf,17289,5614,5572,29%
312,118,17,2014/11/1,930,172,Major Market,Central,33,Leaves,Herbal Tea,K,127,290,IL,110,150,110,260,45,Decaf,17538,5600,5614,44%
630,81,4,2014/11/2,984,117,Major Market,Central,22,Leaves,Herbal Tea,B,84,198,IL,70,110,80,180,33,Decaf,17193,5785,5600,42%
330,78,2,2014/11/3,798,119,Major Market,Central,25,Leaves,Tea,C,62,197,OH,60,100,60,160,57,Regular,17230,5852,5785,31%
630,75,9,2014/11/4,659,114,Major Market,Central,24,Leaves,Tea,M,59,189,IL,60,90,50,150,55,Regular,17216,5856,5852,31%
419,102,19,2014/11/5,666,143,Major Market,Central,31,Leaves,Tea,M,89,245,OH,80,120,70,200,54,Regular,17254,6053,5856,36%
719,88,10,2014/11/6,561,112,Major Market,Central,29,Leaves,Tea,D,70,200,CO,70,90,60,160,42,Regular,17092,6135,6053,35%
641,10,-13,2014/11/7,596,13,Small Market,Central,3,Beans,Coffee,F,-3,23,IA,0,20,10,20,16,Decaf,16844,6214,6135,-13%
